full_name,first_name,last_name,combine_year,college,position,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,60_yard_shuttle
derek_abney,derek,abney,2004,kentucky,wr,69.3,179,9.13,28.88,4.56,,33.5,120,6.89,4.08,11.08
nathaniel_adibi,nathaniel,adibi,2004,virginia_tech,dl,75.3,254,9.38,33,4.65,,33,118,,4.36,12.47
roc_alexander,roc,alexander,2004,washington,lb,71,185,9.25,31.63,4.37,,39.5,125,6.97,4.23,11.1
rich_alexis,rich,alexis,2004,washington,rb,72,210,9.25,32.5,4.65,,32,114,7.41,4.43,12.1
jared_allen,jared,allen,2004,idaho_state,dl,78,265,9.38,32,4.76,13,33,120,7.11,4.34,
marcell_allmond,marcell,allmond,2004,southern_california,lb,72,209,9.5,31.5,4.63,21,38,123,7.37,4.34,11.93
courtney_anderson,courtney,anderson,2004,san_jose_state,fb_te,78,269,,,4.89,17,30,106,7.86,4.54,
shawn_andrews,shawn,andrews,2004,arkansas,ol,76.1,366,9.75,33.75,5.49,27,25,98,8.25,4.85,
stacy_andrews,stacy,andrews,2004,mississippi,ol,78.1,342,9.75,34.75,5.07,34,30.5,106,8.09,4.78,
matthias_askew,matthias,askew,2004,michigan_state,dl,77.4,308,9.63,34.38,5.24,20,27,101,7.55,4.42,
jason_babin,jason,babin,2004,western_michigan,dl,74.6,260,9.88,33.13,4.65,28,34,121,7.03,4.14,11.16
rashad_baker,rashad,baker,2004,tennessee,db,70.5,204,9.63,30.63,4.55,21,36,117,7.19,4.12,11.71
dave_ball,dave,ball,2004,ucla,dl,77.4,277,9,31.75,5.07,24,,,,,
jacob_bell,jacob,bell,2004,miami_oh,ol,76.8,302,9.5,32.25,5.22,26,,,,,
tatum_bell,tatum,bell,2004,oklahoma_state,rb,71,212,8.38,31.88,4.39,25,38.5,117,,,
bernard_berrian,bernard,berrian,2004,frenso_state_ca,wr,73,183,9.5,30.5,4.58,,38,128,7.34,4.18,11.57
ryon_bingham,ryon,bingham,2004,nebraska,dl,75.4,303,9.5,31.88,5.14,33,30,109,7.44,4.38,
bobby_blizzard,bobby,blizzard,2004,north_carolina,fb_te,76,266,10.13,34.38,4.89,12,,102,,,
colby_bockwoldt,colby,bockwoldt,2004,brigham_young,lb,73.6,230,9.63,32.5,4.59,14,34,112,7.12,4.05,10.88
ryan_boschetti,ryan,boschetti,2004,ucla,dl,76.4,306,10.13,33.38,5.15,,29.5,110,7.41,4.27,
michael_boulware,michael,boulware,2004,florida_state,lb,74,225,8.63,32.88,4.5,,,,6.89,3.92,11.11
jon_bradley,jon,bradley,2004,arkansas_state,dl,73,306,,,5.09,19,26.5,104,7.88,4.85,
maurice_brown,maurice,brown,2004,iowa,wr,72.3,219,9.63,31.75,4.54,,33,117,7.38,4.21,
rufus_brown,rufus,brown,2004,florida_state,lb,69.3,187,9.63,29.88,4.45,15,33,124,7.24,4.44,11.24
tony_bua,tony,bua,2004,arkansas,db,71.3,209,9,29,4.65,15,36,120,6.75,4.08,11.24
sean_bubin,sean,bubin,2004,illinois,ol,78.5,306,9.38,33.25,5.29,25,24.5,97,7.66,4.76,
josh_buhl,josh,buhl,2004,kansas_state,lb,71.3,204,9.25,31,4.7,,29,114,7.26,4.32,
kelly_butler,kelly,butler,2004,purdue,ol,79.4,320,9.88,33.75,5.12,,30.5,105,7.96,4.92,
darrell_campbell,darrell,campbell,2004,notre_dame,dl,75.6,302,10.25,35.25,5.21,25,33,111,7.63,4.66,
dietrich_canterberry,dietrich,canterberry,2004,nevada_las_vegas,dl,74.9,308,9,32.38,5.35,26,,,,,
vernon_carey,vernon,carey,2004,miami_fl,ol,76.4,335,10.13,34.25,5.32,30,,,,,
ahmad_carroll,ahmad,carroll,2004,arkansas,lb,69.6,195,9.75,31,4.36,15,41,128,,,
jordan_carstens,jordan,carstens,2004,iowa_state,dl,77.4,305,9,32.25,5.05,28,28.5,106,8.35,4.8,
ran_carthon,ran,carthon,2004,florida,rb,71.4,224,9.63,29.5,4.45,22,34.5,112,,4.12,
marko_cavka,marko,cavka,2004,sacramento_state_ca,ol,79,294,,,5.17,27,27.5,107,7.57,4.4,
toby_cecil,toby,cecil,2004,texas_tech,ol,76,297,9.5,30.38,5.25,19,,85,8.31,4.98,
kirk_chambers,kirk,chambers,2004,stanford,ol,79.3,313,9.75,32.63,5.51,22,27,101,7.56,4.4,
ahmad_childress,ahmad,childress,2004,alabama,dl,77.9,351,10.25,33.75,5.32,,22,86,8.75,4.94,
brandon_chillar,brandon,chillar,2004,ucla,lb,74.9,253,9.25,32.75,4.75,23,33,115,,4.08,11.08
quinn_christensen,quinn,christensen,2004,brigham_young,ol,77.9,312,9,32,5.1,32,,,,,
tyson_clabo,tyson,clabo,2004,wake_forest,ol,78.9,315,9.13,32.75,5.45,24,30,100,8.09,4.88,
adrien_clarke,adrien,clarke,2004,ohio_state,ol,77,329,10.38,32.63,5.49,,26,102,7.9,4.74,
michael_clayton,michael,clayton,2004,louisiana_state,wr,74.8,209,9.13,32.38,4.61,,32.5,116,6.77,4.09,11.07
cedric_cobbs,cedric,cobbs,2004,arkansas,rb,72.1,223,9.38,31.63,4.72,,40,123,,,
cols_colas,cols,colas,2004,virginia_tech,lb,71.6,233,9.75,32.88,4.59,22,34.5,118,,,
ricardo_colclough,ricardo,colclough,2004,tusculum_tn,lb,70.6,194,9.63,31.25,4.5,8,39.5,127,,,
erik_coleman,erik,coleman,2004,washington_state,db,70.5,200,9.75,30.25,4.62,16,35.5,117,7.03,4.14,11.29
chris_collins,chris,collins,2004,mississippi,wr,73.1,201,8.5,30.25,4.67,,35,112,,,
chris_cooley,chris,cooley,2004,utah_state,fb_te,75.5,265,9.63,30.88,4.86,22,33,115,7.21,4.19,11.09
marquis_cooper,marquis,cooper,2004,washington,lb,75.3,223,9.75,32,4.55,25,36.5,121,7.02,4.12,10.96
terrance_copper,terrance,copper,2004,east_carolina_nc,wr,71.9,208,8.88,30.63,4.51,,35.5,116,7.34,4.31,11.86
jorge_cordova,jorge,cordova,2004,nevada,lb,74,237,,,4.68,22,35.5,,7.28,4.17,
jerricho_cotchery,jerricho,cotchery,2004,north_carolina_state,wr,72.5,212,9.5,31,4.56,,36,121,6.93,3.91,10.91
regis_crawford,regis,crawford,2004,arizona_state,ol,74,316,9.63,33.13,6.07,,,,8.03,4.86,
duron_croson,duron,croson,2004,fort_valley_state_ga,rb,72.8,226,10.13,30.88,4.84,14,30.5,108,,,
tom_crowder,tom,crowder,2004,arkansas,wr,73,183,,,4.45,,38.5,132,,,
kentrell_curry,kentrell,curry,2004,georgia,db,73,201,9.5,32.38,4.63,17,34.5,127,,,
lane_danielson,lane,danielson,2004,iowa_state,wr,73,197,,,4.6,,31,117,6.73,4.07,
trey_darilek,trey,darilek,2004,texas-el_paso,ol,76,301,,,5.23,22,28.5,110,7.85,4.66,
devard_darling,devard,darling,2004,washington_state,wr,73.1,213,9.63,32.25,4.52,,37,129,,,
josh_davis,josh,davis,2004,nebraska,rb,70.4,200,9.13,30.63,4.53,13,33.5,112,7.27,4.07,11.16
rod_davis,rod,davis,2004,southern_mississippi,lb,74,239,9.25,31.63,4.71,,,114,7.2,4.02,11.35
curtis_deloatch,curtis,deloatch,2004,north_carolina_a&t,lb,74.4,214,9,31.75,4.52,10,35.5,120,6.97,4.42,11.7
mondre_dickerson,mondre,dickerson,2004,tennessee,dl,76.1,316,9.13,32.75,5.12,29,27,106,8.34,,
daryl_dixon,daryl,dixon,2004,florida,db,69.6,195,8.75,31.13,4.75,15,35.5,118,,,
darnell_dockett,darnell,dockett,2004,florida_state,dl,75.4,297,10,32.13,5,26,31,105,,,
nat_dorsey,nat,dorsey,2004,georgia_tech,ol,79,322,,,5.46,26,28.5,102,8.3,4.89,
khiawatha_downey,khiawatha,downey,2004,indiana_pa,ol,76.1,332,10.13,32,5.47,21,26.5,98,8.01,4.82,
vontez_duff,vontez,duff,2004,notre_dame,lb,70.6,203,8.63,29.63,4.55,13,35,120,6.94,4.03,11.56
jeff_dugan,jeff,dugan,2004,maryland,fb_te,77,263,,,5,21,28,109,7.43,4.4,
glenn_earl,glenn,earl,2004,notre_dame,db,73.1,222,9.75,32.25,4.65,20,,,,,
joe_echemandu,joe,echemandu,2004,california,rb,70.8,226,9.38,30.88,4.58,15,,,,,
dwan_edwards,dwan,edwards,2004,oregon_state,dl,74.8,313,9.63,31.88,5.14,25,28,105,7.59,4.68,
deandre_eiland,deandre,eiland,2004,south_carolina,db,71.5,202,9.25,31,4.54,17,35,113,7.19,4.27,11.1
kevin_emanuel,kevin,emanuel,2004,florida_state,dl,76,251,,,4.84,21,31,108,7.86,4.49,
tim_euhus,tim,euhus,2004,oregon_state,fb_te,77,260,9.5,33.38,4.89,25,34.5,115,6.99,4.13,11.58
lee_evans,lee,evans,2004,wisconsin,wr,70.9,197,9.13,32.38,4.41,,34.5,120,,,
clarence_farmer,clarence,farmer,2004,arizona,rb,71.9,231,8.75,31.5,4.69,21,34.5,120,7.44,4.25,11.96
jason_fife,jason,fife,2004,oregon,qb,75.9,226,8.5,32.38,4.95,,30.5,113,7.28,4.18,
troy_fleming,troy,fleming,2004,tennessee,fb_te,72,230,8.25,32,4.67,,32,120,6.94,3.91,11.18
johnpaul_foschi,johnpaul,foschi,2004,georgia_tech,fb_te,75.9,266,10.13,33.25,5.01,24,30.5,111,7.49,4.35,12.32
ryan_fowler,ryan,fowler,2004,duke,lb,75.1,250,9.38,32,4.76,35,37.5,118,7.19,4.19,11.62
keyaron_fox,keyaron,fox,2004,georgia_tech,lb,74.4,227,9.5,32.88,4.65,28,,,,,
carlos_francis,carlos,francis,2004,texas_tech,wr,69.1,198,10.13,30.88,4.31,,38.5,114,6.97,4.06,11.1
michael_gaines,michael,gaines,2004,central_florida,fb_te,74,275,9.75,33.25,5.07,18,33,109,7.44,4.18,11.93
robert_gallery,robert,gallery,2004,iowa,ol,79.1,323,9.25,32.25,4.97,24,30,105,7.42,4.38,
rich_gardner,rich,gardner,2004,penn_state,lb,70.6,199,9.13,30.63,4.49,11,36.5,123,6.91,3.91,10.62
robert_geathers,robert,geathers,2004,georgia,dl,74.9,271,9.75,34.75,4.91,24,33.5,112,,,
ronnie_ghent,ronnie,ghent,2004,louisville,fb_te,74.5,248,9.13,33.38,5,11,27.5,103,7.47,4.5,12.5
roderick_green,roderick,green,2004,central_missouri,dl,74.3,245,9.88,32.38,4.72,21,34.5,129,7.26,4.04,11.86
jabari_greer,jabari,greer,2004,tennessee,lb,70.1,178,8.88,31.13,4.51,7,36.5,126,,,
jake_grove,jake,grove,2004,virginia_tech,ol,75.4,303,9.63,30.5,5.17,31,,,,,
dj_hackett,dj,hackett,2004,colorado,wr,74.5,199,9.5,31.25,4.55,,41,131,6.79,4.08,
rex_hadnot,rex,hadnot,2004,houston,ol,74.1,323,9.88,30.75,5.51,27,24.5,91,7.94,4.66,
antonio_hall,antonio,hall,2004,kentucky,ol,75.4,317,10.13,31.13,5.53,27,26.5,101,8.12,4.55,
deangelo_hall,deangelo,hall,2004,virginia_tech,lb,70,202,9.75,31.38,4.36,,,,,,
nick_hardwick,nick,hardwick,2004,purdue,ol,75.5,295,9.75,32.88,5.2,27,34,108,7.72,4.55,
jonathan_harrell,jonathan,harrell,2004,northern_iowa,lb,73.5,242,9.38,31.5,4.73,27,,,,,
claude_harriott,claude,harriott,2004,pittsburgh,dl,75.6,252,9,33,4.71,25,30.5,118,7.44,4.25,11.85
josh_harris,josh,harris,2004,bowling_green_oh,qb,73.5,238,8.88,31.5,4.84,,31,115,,,
tommie_harris,tommie,harris,2004,oklahoma,dl,74.5,295,9.5,32,4.68,29,,,,,
ben_hartsock,ben,hartsock,2004,ohio_state,fb_te,76,263,9.75,31.5,4.81,23,35,117,7.1,3.98,11.72
joseph_hayes,joseph,hayes,2004,san_jose_state,ol,76.4,311,10.13,33.38,5.65,18,23,94,8.25,5.12,
bryan_hickman,bryan,hickman,2004,kansas_state,lb,72.1,231,9.13,31,4.71,26,32.5,106,7.38,4,
marquise_hill,marquise,hill,2004,louisiana_state,dl,78.6,305,10.13,34.75,4.9,23,29,106,,,
cedric_hilliard,cedric,hilliard,2004,notre_dame,dl,73.5,307,10.38,32,5.17,26,29,110,8.22,4.75,
isaac_hilton,isaac,hilton,2004,hampton_va,dl,75.4,267,9.75,32,4.6,31,36.5,123,7.99,4.48,12.51
tj_hollowell,tj,hollowell,2004,nebraska,lb,72.4,235,9.25,31.75,4.57,,33.5,117,7.14,4.09,11.25
von_hutchins,von,hutchins,2004,mississippi,lb,69.6,185,9.38,31.5,4.5,11,34.5,115,7.05,4.06,11.31
scott_jackson,scott,jackson,2004,brigham_young,ol,76.1,300,10.13,32.25,4.94,28,30.5,105,7.84,4.52,
justin_jenkins,justin,jenkins,2004,mississippi_state,wr,71.5,213,9.38,30.38,4.6,,35,123,7.47,4.16,
leon_joe,leon,joe,2004,maryland,lb,72.5,230,9.13,33.38,4.51,30,39,,,,
landon_johnson,landon,johnson,2004,purdue,lb,74,223,,,4.65,20,37.5,120,7.01,4.08,
spencer_johnson,spencer,johnson,2004,auburn,dl,74.9,286,9,33,5.12,19,30,111,7.78,4.53,
tank_johnson,tank,johnson,2004,washington,dl,74.8,304,9.63,32.63,4.74,31,34,114,7.56,4.6,
tony_johnson,tony,johnson,2004,penn_state,wr,70.6,202,9.38,30.25,4.61,,32.5,118,7.16,4.16,11.41
trevor_johnson,trevor,johnson,2004,nebraska,dl,76.6,260,9.88,33,4.81,23,35.5,110,7.06,4.08,11.3
adrian_jones,adrian,jones,2004,kansas,ol,76.3,296,9.13,34.75,4.95,27,31,114,7.81,4.58,
julius_jones,julius,jones,2004,notre_dame,rb,69.8,217,9.25,31.13,4.46,,37.5,121,6.97,4.12,
kevin_jones,kevin,jones,2004,virginia_tech,rb,72.1,227,8.63,30.88,4.38,,38,120,,,
maurice_jones,maurice,jones,2004,south_florida,lb,72.8,249,9.13,33.63,4.72,26,35.5,118,7.16,4.21,11.75
randy_jordan,randy,jordan,2004,kansas_state,lb,72.8,178,8.88,29.88,4.61,,33.5,115,7.34,4.21,11.74
carlos_joseph,carlos,joseph,2004,miami_fl,ol,77.9,345,10.13,34,5.25,29,,,,,
mike_karney,mike,karney,2004,arizona_state,fb_te,71.4,254,9.25,29.25,5.02,25,30,103,,,
tommy_kelly,tommy,kelly,2004,mississippi_state,dl,78,294,,,4.87,24,25,105,7.79,4.45,
robert_kent,robert,kent,2004,jackson_state_ms,qb,76.3,222,8.88,33.63,4.85,,26.5,110,7.69,4.22,
derrick_knight,derrick,knight,2004,boston_college,rb,68.8,209,8.75,29,4.73,16,31.5,108,,,
niko_koutouvides,niko,koutouvides,2004,purdue,lb,74.5,244,8.88,31.88,4.73,,30.5,108,6.98,3.88,11.23
craig_krenzel,craig,krenzel,2004,ohio_state,qb,75.5,228,9.13,32.75,4.84,,28,112,7.22,4.08,
travis_laboy,travis,laboy,2004,hawaii,dl,75.3,263,9.5,32.75,4.71,35,35.5,126,7.01,4.07,10.96
nate_lawrie,nate,lawrie,2004,yale,fb_te,78,264,,,4.87,23,34,117,6.71,4.12,
nick_leckey,nick,leckey,2004,kansas_state,ol,74.9,290,9.75,32.25,5.23,18,27,97,7.71,4.47,
teddy_lehman,teddy,lehman,2004,oklahoma,lb,73.5,240,8.38,31.38,4.55,26,34.5,113,6.91,4.06,10.98
brad_lekkerkerker,brad,lekkerkerker,2004,uc-davis,ol,79,317,9.5,32.88,5.39,23,27.5,102,7.94,4.71,
rodney_leslie,rodney,leslie,2004,ucla,dl,75,309,,,5.15,31,,,,,
jeremy_lesueur,jeremy,lesueur,2004,michigan,lb,72,197,9.25,32.25,4.55,,35,116,,,
alex_lewis,alex,lewis,2004,wisconsin,lb,71.8,227,9.5,32.5,4.72,25,34.5,121,7.06,4.28,12.11
keith_lewis,keith,lewis,2004,oregon,db,72.5,204,9,31.75,4.58,11,37,121,7.28,4.07,
sean_locklear,sean,locklear,2004,north_carolina_state,ol,76,308,10,31.75,5.19,27,29,100,7.85,4.56,
jp_losman,jp,losman,2004,tulane_la,qb,74.3,224,9,31.5,4.7,,33,116,,,
triandos_luke,triandos,luke,2004,alabama,wr,71,199,9.88,31.75,4.43,,38,124,7.06,4.17,11.08
maurice_mann,maurice,mann,2004,nevada,wr,74,191,,,4.57,,34,118,,,
eli_manning,eli,manning,2004,mississippi,qb,76.8,221,9.13,30.25,4.9,,,,,,
luke_mccown,luke,mccown,2004,louisiana_tech,qb,75.9,208,9.38,31.38,4.71,,37.5,125,6.74,4.21,
derek_mccoy,derek,mccoy,2004,colorado,wr,75.3,210,9.25,32.13,4.73,,38,128,7.1,4.09,11.72
bobby_mccray,bobby,mccray,2004,florida,dl,77.8,255,9.63,33.63,4.68,27,33.5,,,,
dylan_mcfarland,dylan,mcfarland,2004,montana,ol,77.9,304,9.38,32.5,5.26,31,27.5,98,,,
sean_mchugh,sean,mchugh,2004,penn_state,fb_te,77.1,264,9.5,31.75,4.92,18,29,115,7.36,4.09,11.72
jeris_mcintyre,jeris,mcintyre,2004,auburn,wr,71.3,203,8.5,29.38,4.51,,29,112,6.98,4.08,11.5
nautyn_mckay-loescher,nautyn,mckay-loescher,2004,alabama,dl,74,260,,,4.75,,,,7.27,,
caleb_miller,caleb,miller,2004,arkansas,lb,75.3,224,9,33.25,4.71,23,34.5,120,6.85,3.93,10.95
jim_molinaro,jim,molinaro,2004,notre_dame,ol,77.9,308,10,32.38,5.09,21,29.5,105,7.75,4.6,
clarence_moore,clarence,moore,2004,northern_arizona,wr,78,211,,,4.55,,34,122,6.84,4.21,
mewelde_moore,mewelde,moore,2004,tulane_la,rb,70.6,209,9.88,30.13,4.62,,35,118,7.05,4.12,11.52
johnnie_morant,johnnie,morant,2004,syracuse,wr,76,229,9.38,34.38,4.54,,41,130,7.34,4.22,
john_navarre,john,navarre,2004,michigan,qb,78,246,9,31.38,5.18,,26.5,100,7.73,4.46,
james_newson,james,newson,2004,oregon_state,wr,72.8,213,8.75,31.13,4.85,,31.5,116,7.41,,
gabe_nyenhuis,gabe,nyenhuis,2004,colorado,dl,75.3,269,9.38,33.38,4.78,25,39,124,6.92,4.03,11.59
antwan_odom,antwan,odom,2004,alabama,dl,77.8,274,10.25,35.75,4.74,21,37,114,7.3,4.44,
shane_olivea,shane,olivea,2004,ohio_state,ol,74.9,302,8.5,30.88,5.25,,29,92,8.25,4.71,
igor_olshansky,igor,olshansky,2004,oregon,dl,77.3,315,9,31.63,5.01,41,33.5,110,7.61,4.41,
uyi_osunde,uyi,osunde,2004,connecticut,dl,75.1,252,9.38,33,4.75,33,,,,,
tony_pape,tony,pape,2004,michigan,ol,78.1,323,10.13,32.5,5.35,26,27,97,8.01,4.6,
arnold_parker,arnold,parker,2004,utah,db,73.9,213,8.75,32.38,4.52,18,35.5,120,6.98,4.12,11.28
samie_parker,samie,parker,2004,oregon,wr,70.4,179,8.88,28.25,4.39,,36,,,,
josh_parrish,josh,parrish,2004,washington_state,ol,77.9,330,10.25,33,5.39,20,28,104,8.24,4.61,
jarrett_payton,jarrett,payton,2004,miami_fl,rb,72.1,220,8.88,30.75,4.61,,31,115,7.34,4.31,
chris_perry,chris,perry,2004,michigan,rb,72,224,10.25,31.38,4.55,19,,,,,
stephen_peterman,stephen,peterman,2004,louisiana_state,ol,76,312,10.13,31.88,5.45,23,24.5,95,7.87,4.68,
jason_peters,jason,peters,2004,arkansas,fb_te,76.5,336,9.38,33.13,4.99,21,29,115,7.7,4.75,
shaun_phillips,shaun,phillips,2004,purdue,dl,75.1,255,9,33.63,4.83,,33,114,6.95,4.23,11.5
cody_pickett,cody,pickett,2004,washington,qb,75.5,233,9.63,31.38,4.8,,30.5,109,7.19,4.3,
brett_pierce,brett,pierce,2004,stanford,fb_te,78,250,,,4.95,19,27,103,7.15,4.39,
lousaka_polite,lousaka,polite,2004,pittsburgh,fb_te,71.6,246,9.13,31,4.65,28,32,117,7.45,4.18,11.56
will_poole,will,poole,2004,southern_california,lb,70.4,194,10,30.5,4.47,16,,,,,
derrick_pope,derrick,pope,2004,alabama,lb,70.9,230,9.63,31,4.69,24,,106,,,
kendyll_pope,kendyll,pope,2004,florida_state,lb,73,226,9.25,31.5,4.71,,,118,,4.26,11.72
etric_pruitt,etric,pruitt,2004,southern_mississippi,db,72.1,197,8.88,31.88,4.59,,39.5,116,7.15,4,11.3
chad_pugh,chad,pugh,2004,texas_christian,dl,74.8,321,10.13,32.5,5.44,19,25,98,8.17,4.85,
keiwan_ratliff,keiwan,ratliff,2004,florida,lb,70.1,194,9.5,30.5,4.58,11,,,,,
alan_reuber,alan,reuber,2004,texas_a&m,ol,78.3,323,9.88,33.25,5.52,26,29,98,7.95,4.91,
robert_reynolds,robert,reynolds,2004,ohio_state,lb,75.5,251,9.5,31,4.79,18,32.5,116,7.17,3.94,11.46
lawrence_richardson,lawrence,richardson,2004,arkansas,lb,69.3,194,8.5,30.88,4.63,8,31,112,,,
greg_richmond,greg,richmond,2004,oklahoma_state,lb,73,233,9.75,31.5,4.7,17,,,,,
brian_rimpf,brian,rimpf,2004,east_carolina_nc,ol,77.6,319,9.13,32.63,5.4,31,28,105,7.97,4.66,
scott_rislov,scott,rislov,2004,san_jose_state,qb,73,224,9.25,31.13,4.94,,30,119,7.44,4.34,
constantin_ritzmann,constantin,ritzmann,2004,tennessee,dl,75,259,,,4.97,24,29,108,7.39,4.48,
philip_rivers,philip,rivers,2004,north_carolina_state,qb,77,229,9.25,32.13,5.08,,,,,,
dunta_robinson,dunta,robinson,2004,south_carolina,lb,70.6,186,9.25,30.63,4.35,15,36,120,6.97,3.75,
ben_roethlisberger,ben,roethlisberger,2004,miami_oh,qb,76.9,241,9.38,31.5,4.75,,,,,,
jacob_rogers,jacob,rogers,2004,southern_california,ol,78.1,307,9.5,33.25,5.3,30,,,,,
fred_russell,fred,russell,2004,iowa,rb,67,195,8.25,28.88,4.51,21,34,121,7.09,4.3,11.2
rod_rutherford,rod,rutherford,2004,pittsburgh,qb,73.6,240,9.38,30.38,4.79,,30.5,110,7.66,4.41,
sean_ryan,sean,ryan,2004,boston_college,fb_te,76.5,268,10.38,33,4.97,22,32.5,115,,,
pk_sam,pk,sam,2004,florida_state,wr,75.4,210,8.25,31.38,4.53,,34.5,,7.04,,11.43
bob_sanders,bob,sanders,2004,iowa,db,68.4,204,8.88,29.75,4.4,15,41.5,128,6.7,3.91,10.77
matt_schaub,matt,schaub,2004,virginia,qb,77.6,243,9.38,31.38,5.05,,30.5,110,7.65,4.62,
bo_schobel,bo,schobel,2004,texas_christian,dl,77,271,10,32.25,4.82,25,32.5,109,6.94,4.38,
stuart_schweigert,stuart,schweigert,2004,purdue,db,74,218,9.5,31.75,4.45,18,38,124,6.68,3.89,10.84
darrion_scott,darrion,scott,2004,ohio_state,dl,75.1,289,9.88,32.75,4.84,,36.5,118,,4.32,
guss_scott,guss,scott,2004,florida,db,70.4,204,8.88,31,4.49,20,39,124,,,
jake_scott,jake,scott,2004,idaho,ol,76.9,281,9.88,32.75,5.04,24,34.5,110,7.96,4.68,
richard_seigler,richard,seigler,2004,oregon_state,lb,74.3,244,8.88,30.75,4.75,25,,,,,
josh_sewell,josh,sewell,2004,nebraska,ol,73.6,301,9.75,31.25,5.06,30,30,99,7.53,4.24,
jason_shivers,jason,shivers,2004,arizona_state,db,72.5,201,8.5,30.63,4.53,19,36,128,,,
andrew_shull,andrew,shull,2004,kansas_state,dl,76.6,265,8.5,32.13,4.95,16,30.5,107,7.46,4.28,
junior_siavii,junior,siavii,2004,oregon,dl,76.5,344,11,34.63,5.18,31,24.5,93,7.93,4.84,
kurt_sigler,kurt,sigler,2004,eastern_washington,ol,77,306,,,5.84,,24,93,8.09,4.72,
justin_smiley,justin,smiley,2004,alabama,ol,75.3,298,10,31.63,5,19,32,111,7.72,4.41,
antonio_smith,antonio,smith,2004,oklahoma_state,dl,75.4,274,10.13,33.5,5.05,24,33,108,,4.75,
daryl_smith,daryl,smith,2004,georgia_tech,lb,73.6,234,9.75,33.13,4.67,24,,,,,
freddie_smith,freddie,smith,2004,georgia_tech,wr,73.6,234,9.75,33.13,4.79,24,32.5,114,,4.4,
keith_smith,keith,smith,2004,mcneese_state_la,lb,71.5,201,9,30.25,4.49,12,36.5,116,,,
jeff_smoker,jeff,smoker,2004,michigan_state,qb,75.1,223,9.88,29.5,4.95,,26.5,101,7.65,4.36,
chris_snee,chris,snee,2004,boston_college,ol,74.8,314,9.25,31.38,5.1,29,30.5,104,7.75,4.66,
shannon_snell,shannon,snell,2004,florida,ol,76.4,316,9.63,33.13,5.8,21,25.5,93,8.38,4.91,
isaac_sopoaga,isaac,sopoaga,2004,hawaii,dl,74.3,317,11,33.5,5,42,30.5,99,7.79,4.66,
cody_spencer,cody,spencer,2004,north_texas,lb,74.5,242,9.75,31.63,4.67,27,34.5,116,6.94,4.08,11.52
john_standeford,john,standeford,2004,purdue,wr,75.1,197,9,31.5,4.63,,32.5,113,6.9,4.08,11.46
max_starks,max,starks,2004,florida,ol,79,350,10.75,35.5,5.43,21,27.5,98,7.88,4.65,
randy_starks,randy,starks,2004,maryland,dl,75.4,314,10.38,33.5,5.03,27,29.5,102,,,
kendrick_starling,kendrick,starling,2004,san_jose_state,wr,72.6,193,8.25,31.5,4.5,,31.5,119,6.88,3.87,10.8
alex_stepanovich,alex,stepanovich,2004,ohio_state,ol,75.4,304,10.13,31.5,5.26,,25.5,96,7.64,4.44,
drew_strojny,drew,strojny,2004,duke,ol,79.1,327,9.25,32.75,5.38,,29.5,99,7.98,4.84,
billy_strother,billy,strother,2004,new_mexico,lb,73,241,,,4.68,,33,112,7.42,4.21,
thomas_tapeh,thomas,tapeh,2004,minnesota,fb_te,73.4,245,9.13,31.5,4.77,23,32.5,114,7.65,4.52,12.1
greg_taplin,greg,taplin,2004,michigan_state,dl,77,267,,,5.09,,33,115,,,
craig_terrill,craig,terrill,2004,purdue,dl,74.5,290,9.5,32.63,5.23,28,26.5,100,7.39,4.1,
jeb_terry,jeb,terry,2004,north_carolina,ol,77.3,313,10,32.38,5.18,27,29,105,8.03,4.98,
dontarrious_thomas,dontarrious,thomas,2004,auburn,lb,74.5,241,9.5,32.25,4.64,26,38.5,129,,4,11.57
joey_thomas,joey,thomas,2004,montana_state,lb,72.9,195,9.13,31.88,4.46,17,38.5,122,6.82,3.88,11.08
chris_thompson,chris,thompson,2004,nicholls_state_la,lb,72,189,9,30.5,4.5,12,35,117,7.09,4.14,11.26
bruce_thornton,bruce,thornton,2004,georgia,lb,71,197,,,4.5,,37.5,122,,,
andrae_thurman,andrae,thurman,2004,southern_oregon,wr,71.3,192,8.88,30.88,4.53,,34.5,121,7.31,4.3,11.66
deryck_toles,deryck,toles,2004,penn_state,lb,71.8,224,9.25,31.88,4.62,24,37,112,7.12,4.23,11.58
reggie_torbor,reggie,torbor,2004,auburn,dl,74.1,254,9.88,32.88,4.7,16,34,120,7.48,4.46,11.99
daryl_towns,daryl,towns,2004,nevada,lb,73,224,,,4.57,,37,112,7.15,4.25,
marcus_tubbs,marcus,tubbs,2004,texas,dl,76,321,9,33.63,5.05,29,32.5,105,,,
sean_tufts,sean,tufts,2004,colorado,lb,76.1,242,9.25,32.25,4.66,21,34.5,118,6.94,3.94,11.27
michael_turner,michael,turner,2004,northern_illinois,rb,70.5,237,9.63,29.38,4.49,22,31,114,7.5,4.15,
bradlee_van,bradlee,van,2004,colorado_state,qb,74.3,231,9.63,30.63,4.96,,33.5,115,6.89,4.11,
khaleed_vaughn,khaleed,vaughn,2004,clemson,dl,76.5,281,9,33.75,5.02,14,31.5,113,7.38,4.35,
