,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,hand_size_inches_missed,arm_length_inches_missed,40_yard_dash_missed,bench_press_reps_missed,vertical_leap_inches_missed,broad_jump_inches_missed,3_cone_drill_missed,20_yard_shuttle_missed,draft_status
1427,75.6,320,9.25,35.5,5.22,26.46596264697228,30.0,104.0,7.84,4.81,0,0,0,1,0,0,0,0,1
1428,75.5,295,9.5,32.5,5.26,26.109236265742382,29.527320533131473,106.06350211049194,7.7596277749622535,4.5560499763658395,0,0,0,1,1,1,1,1,1
1429,75.9,317,10.25,32.75,5.31,26.0,28.0,99.89349885021113,8.061551282829853,4.783197956906315,0,0,0,0,0,1,1,1,1
1430,75.9,309,9.5,31.5,5.37,23.0,26.5,91.0,7.9,4.6,0,0,0,0,0,0,0,0,0
1431,78.1,331,9.75,35.13,5.58,20.0,25.0,92.0,9.0,5.16,0,0,0,0,0,0,0,0,1
1432,76.0,300,9.75,32.0,5.32,22.0,27.5,87.0,7.66,4.79,0,0,0,0,0,0,0,0,0
1433,75.6,268,11.75,33.25,4.92,26.0,32.5,110.0,7.5,4.61,0,0,0,0,0,0,0,0,1
1434,74.1,304,9.5,31.0,5.38,30.0,29.0,98.0,7.87,4.59,0,0,0,0,0,0,0,0,0
1435,74.6,279,9.75,32.75,5.08,22.0,37.5,130.0,7.01,4.12,0,0,0,0,0,0,0,0,1
1436,74.6,311,8.75,30.5,5.34,24.0,28.5,98.0,7.84,4.71,0,0,0,0,0,0,0,0,1
1437,76.1,311,9.5,33.0,5.09,27.0,27.971059871471642,103.68287422648166,7.838608039402521,4.706026846067483,0,0,0,0,1,1,1,1,1
1438,76.1,265,10.5,32.13,4.97,24.0,36.5,110.0,7.35,4.22,0,0,0,0,0,0,0,0,1
1439,76.4,256,9.13,34.5,4.93,20.0,36.5,119.0,7.5,4.55,0,0,0,0,0,0,0,0,0
1440,73.9,335,10.5,33.25,5.26,28.0,29.0,100.426041794268,8.158619618361538,4.830528258668861,0,0,0,0,0,1,1,1,0
1441,76.4,266,9.0,33.5,4.52,33.0,34.5,119.9556521073793,7.185874636141795,4.352530106419342,0,0,0,0,0,1,1,1,1
1442,73.8,305,9.75,33.0,4.95,27.861678994773143,30.0,100.0,7.753614891904588,4.35,0,0,0,1,0,0,1,0,1
1443,79.1,321,9.75,34.0,5.39,30.0,30.5,103.39011334695364,7.969878683775851,4.803912006103296,0,0,0,0,0,1,1,1,0
1444,80.0,344,10.169735784113668,35.15145194918064,5.26,21.0,28.5,102.0,8.09,4.95,1,1,0,0,0,0,0,0,1
1445,76.4,308,9.13,31.5,5.39,34.0,32.0,100.0,7.68,4.63,0,0,0,0,0,0,0,0,1
1446,75.5,296,9.75,33.13,4.96,24.0,32.5,108.0,7.37,4.31,0,0,0,0,0,0,0,0,1
1447,75.1,268,9.0,31.5,4.91,20.0,31.5,113.0,7.4,4.36,0,0,0,0,0,0,0,0,0
1448,77.6,375,9.25,33.5,5.3,29.0,30.0,100.0,8.255033537636653,4.844675576291588,0,0,0,0,0,0,1,1,1
1449,77.8,293,10.0,35.0,5.11,20.0,33.5,109.0,7.4,4.3,0,0,0,0,0,0,0,0,0
1450,77.5,310,9.5,32.5,5.29,25.0,27.0,99.0,8.27,4.67,0,0,0,0,0,0,0,0,1
1451,75.8,270,9.5,32.0,4.82,26.0,34.5,110.0,7.32,4.28,0,0,0,0,0,0,0,0,1
1452,73.5,319,10.0,32.5,5.28,17.0,27.59723931745929,98.0,8.07,4.71,0,0,0,0,1,0,0,0,1
1453,79.1,332,10.0,35.0,5.04,25.0,30.5,107.0,8.08,4.83,0,0,0,0,0,0,0,0,0
1454,77.1,329,9.5,34.5,5.33,30.0,36.0,108.3822577661181,8.023911664005986,4.750906693087087,0,0,0,0,0,1,1,1,0
1455,74.4,264,9.0,33.5,4.9,24.0,40.0,125.0,7.85,4.351648025556635,0,0,0,0,0,0,0,1,1
1456,76.4,249,9.5,35.5,4.84,20.0,38.5,132.0,7.378007035846036,4.24,0,0,0,0,0,0,1,0,1
1457,75.6,299,9.75,35.0,4.98,32.0,28.693361401197937,106.05011510721486,7.795894017035145,4.75128123507998,0,0,0,0,1,1,1,1,0
1458,77.3,272,10.0,33.0,4.96,24.0,35.5,114.0,7.12,4.21,0,0,0,0,0,0,0,0,1
1459,77.1,318,9.5,33.5,5.75,17.0,24.5,91.0,8.84,5.06,0,0,0,0,0,0,0,0,0
1460,75.9,302,9.5,33.25,5.1,23.0,27.5,99.0,7.98,4.87,0,0,0,0,0,0,0,0,1
1461,78.0,370,10.170452098307338,34.760080102503565,5.32,33.0,28.0,105.0,8.2,5.18,1,1,0,0,0,0,0,0,1
1462,75.9,307,10.5,33.5,5.29,32.0,31.5,108.0,7.62,4.6,0,0,0,0,0,0,0,0,1
1463,78.9,338,10.0,34.0,5.14,29.089696154663883,34.0,102.0,7.5,4.46,0,0,0,1,0,0,0,0,1
1464,77.6,348,11.0,34.5,6.03,16.0,23.385603359578827,90.07577345210518,8.488324297836856,5.027414397255482,0,0,0,0,1,1,1,1,0
1465,76.0,302,9.876646758943707,32.949420262415316,5.23,27.0,28.363174499999104,101.53933538862086,7.803717831387147,4.6942857387247106,1,1,0,0,1,1,1,1,1
1466,75.4,303,10.0,33.5,5.28,17.0,32.0,106.0,8.1,4.77,0,0,0,0,0,0,0,0,1
1467,75.3,293,10.0,33.5,4.84,26.64629930759238,30.54789474344558,109.83710871703926,7.602362120115931,4.5775030688706995,0,0,0,1,1,1,1,1,1
1468,73.9,295,9.5,32.0,5.27,26.540159229097604,27.92291501279017,102.3934609642588,7.845403112728041,4.610453246350442,0,0,0,1,1,1,1,1,1
1469,74.3,314,9.5,32.0,5.3,17.0,26.16271829082003,98.23397492993007,8.046860970124706,4.742487782807235,0,0,0,0,1,1,1,1,1
1470,74.4,312,9.13,32.25,5.29,23.0,27.0,97.0,8.56,4.7,0,0,0,0,0,0,0,0,1
1471,76.4,305,10.0,34.0,5.2,24.6093564797603,30.5,103.0,8.03,4.71,0,0,0,1,0,0,0,0,1
1472,74.1,303,10.0,32.5,5.01,37.0,32.5,114.0,7.71,4.53,0,0,0,0,0,0,0,0,1
1473,78.1,298,8.5,34.13,5.3,23.0,26.937556806028425,102.13983099960726,7.910013615644772,4.746956738803867,0,0,0,0,1,1,1,1,1
1474,77.0,303,10.0,33.0,5.29,17.0,33.5,106.0,7.62,4.62,0,0,0,0,0,0,0,0,1
1475,73.3,314,9.5,31.25,5.25,34.0,27.231428947856728,99.02603655000898,7.9236749919995395,4.744109188123679,0,0,0,0,1,1,1,1,1
1476,77.0,255,9.0,34.5,4.9,21.0,41.0,127.0,7.43,4.43,0,0,0,0,0,0,0,0,1
1477,75.0,280,10.0,33.5,5.14,26.0,36.0,114.0,7.58,4.43,0,0,0,0,0,0,0,0,0
1478,75.5,300,9.0,33.0,5.43,16.0,26.5,95.0,7.85,4.69,0,0,0,0,0,0,0,0,1
1479,75.0,290,10.0,31.0,5.46,26.0,29.0,102.0,7.78,4.54,0,0,0,0,0,0,0,0,0
1480,74.0,284,9.5,33.0,4.9,19.0,34.5,111.0,7.54,4.43,0,0,0,0,0,0,0,0,1
1481,75.4,295,9.0,33.0,4.94,23.0,30.122213213567868,108.5319525466796,7.648002388937889,4.53457190057296,0,0,0,0,1,1,1,1,1
1482,77.1,315,10.25,32.5,5.14,31.0,33.5,106.0,7.82,4.74,0,0,0,0,0,0,0,0,1
1483,76.9,318,9.5,34.0,5.18,33.0,31.0,108.0,7.85,4.4,0,0,0,0,0,0,0,0,1
1484,75.6,334,10.0,34.0,5.27,31.0,29.5,102.0,8.08,4.93,0,0,0,0,0,0,0,0,1
1485,75.0,308,9.25,33.0,5.02,31.0,28.297397591753043,104.66206185672208,7.802527062994785,4.674911096926371,0,0,0,0,1,1,1,1,1
1486,75.6,308,10.0,32.0,5.22,28.0,32.5,106.24749435741599,7.801933968017616,4.635506169735555,0,0,0,0,0,1,1,1,0
1487,77.0,254,9.697661787004554,33.241123697992265,4.93,20.0,28.5,114.0,7.93,4.55,1,1,0,0,0,0,0,0,0
1488,75.0,290,9.845375511061938,32.92951509661829,4.87,25.0,34.5,111.0,7.32,4.36,1,1,0,0,0,0,0,0,1
1489,76.0,252,9.694911897589279,32.51179379166521,4.97,22.0,31.5,118.0,6.82,4.1,1,1,0,0,0,0,0,0,0
1490,74.0,290,9.5,32.0,5.28,28.0,31.5,111.0,7.59,4.44,0,0,0,0,0,0,0,0,1
1491,74.8,293,8.5,34.0,4.9,22.0,29.597707663786274,107.10148380361807,7.654967584415037,4.624459570715189,0,0,0,0,1,1,1,1,1
1492,75.4,313,9.5,32.25,5.33,37.0,30.0,105.0,8.0,4.73,0,0,0,0,0,0,0,0,1
1493,76.8,311,9.0,33.5,5.3,26.0,28.83846493382199,103.58612008595213,7.84,4.49,0,0,0,0,1,1,0,0,1
1494,77.0,264,10.5,32.0,4.88,15.0,32.508047862308814,114.06353115951127,7.399389224014392,4.354160073513572,0,0,0,0,1,1,1,1,0
1495,75.0,299,9.70982352304404,32.89806882846314,5.56,17.0,26.5,92.0,8.59,4.99,1,1,0,0,0,0,0,0,0
1496,77.9,328,10.5,35.0,5.28,20.0,33.0,104.0,7.87,4.8,0,0,0,0,0,0,0,0,1
1497,77.0,258,9.931397340796044,33.4119349947494,5.03,21.0,38.0,116.0,7.5,4.4,1,1,0,0,0,0,0,0,1
1498,75.3,342,10.0,32.5,5.04,31.462284729446893,28.5,99.0,8.06,4.73,0,0,0,1,0,0,0,0,1
1499,76.0,293,9.979949438524294,32.604795046070095,5.57,29.0,35.5,113.0,7.66,4.18,1,1,0,0,0,0,0,0,1
1500,75.9,305,10.5,32.5,5.16,25.0,35.0,107.0,8.08,4.72,0,0,0,0,0,0,0,0,1
1501,73.0,316,9.0,33.0,5.33,24.0,32.5,103.0,7.87,4.61,0,0,0,0,0,0,0,0,1
1502,74.4,272,11.0,31.25,4.98,22.0,30.5,112.0,7.52,4.43,0,0,0,0,0,0,0,0,0
1503,75.9,300,10.25,32.5,5.36,18.0,28.0,92.0,8.1,4.56,0,0,0,0,0,0,0,0,1
1504,74.8,275,9.0,34.0,5.02,31.0,31.554939800805894,111.38255629533663,7.490045396597072,4.534141433943736,0,0,0,0,1,1,1,1,0
1505,76.5,298,10.5,32.0,5.23,19.0,34.5,108.00614478013182,7.82105369229758,4.562869631491841,0,0,0,0,0,1,1,1,1
1506,74.0,307,9.90183855703737,32.568809519513636,5.13,29.0,33.0,108.0,7.55,4.35,1,1,0,0,0,0,0,0,1
1507,74.6,296,9.0,31.0,5.46,32.0,27.0,92.0,8.17,4.77,0,0,0,0,0,0,0,0,0
1508,74.9,267,9.5,32.5,4.71,25.25877958234574,32.48098733713287,113.87898304106449,7.345468933229471,4.425308603176388,0,0,0,1,1,1,1,1,1
1509,74.4,264,9.0,32.0,4.76,25.979979056716743,33.079694192696905,116.10967057784619,7.352351443218805,4.345773781011729,0,0,0,1,1,1,1,1,1
1510,74.9,308,9.0,32.0,5.24,19.0,30.0,106.0,8.06,4.58,0,0,0,0,0,0,0,0,1
1511,77.0,311,9.875576959932069,33.65788456207265,5.16,23.0,28.477605867094148,101.5502170672956,7.848134677494432,4.7662607468085705,1,1,0,0,1,1,1,1,0
1512,77.1,294,9.75,32.5,5.07,29.0,31.0,105.0,7.81,4.59,0,0,0,0,0,0,0,0,0
1513,72.3,295,10.0,31.5,4.93,27.0,31.5,101.0,7.45,4.3,0,0,0,0,0,0,0,0,0
1514,75.6,263,10.5,32.0,4.75,25.85363389704378,38.0,119.0,7.16,4.03,0,0,0,1,0,0,0,0,1
1515,78.1,281,9.0,35.0,4.82,23.0,35.5,107.0,7.67,4.37,0,0,0,0,0,0,0,0,1
1516,78.9,348,11.0,35.0,5.42,19.0,31.5,99.0,7.81,4.66,0,0,0,0,0,0,0,0,1
1517,74.6,287,8.5,33.5,5.25,22.967000556774167,29.5,97.0,7.65,4.52,0,0,0,1,0,0,0,0,0
1518,76.1,267,9.0,32.5,4.64,26.0,34.0,117.0,7.276537525549866,4.285363066821582,0,0,0,0,0,0,1,1,1
1519,76.0,299,9.911896489890625,33.37441059412404,5.24,24.546095218011388,30.0,100.0,8.0,4.8,1,1,0,1,0,0,0,0,1
1520,73.6,293,10.25,33.5,5.27,21.0,30.0,98.0,7.94564966352423,4.683856443758695,0,0,0,0,0,0,1,1,0
1521,75.5,309,9.5,33.5,4.86,28.69179755492238,33.0,110.0,7.75,4.72,0,0,0,1,0,0,0,0,1
1522,78.1,321,10.0,34.5,5.13,21.0,30.0,110.0,8.07,4.72,0,0,0,0,0,0,0,0,1
1523,77.0,315,9.5,31.5,5.6,22.0,28.0,96.0,8.06,4.75,0,0,0,0,0,0,0,0,0
1524,75.9,312,10.0,33.0,5.3,26.032791920952235,30.5,96.0,7.984767680808148,4.693654079880021,0,0,0,1,0,0,1,1,1
1525,77.1,338,10.0,33.0,5.31,28.0,30.5,98.0,8.36,4.8,0,0,0,0,0,0,0,0,1
1526,75.9,269,9.5,31.0,4.88,28.0,33.0,111.0,7.65,4.4,0,0,0,0,0,0,0,0,1
1527,77.4,336,9.5,33.0,5.55,19.0,25.0,92.0,8.6,4.9,0,0,0,0,0,0,0,0,0
1528,77.9,260,8.75,35.25,4.74,21.466914752953215,33.5,120.0,7.06,4.32,0,0,0,1,0,0,0,0,1
1529,74.8,307,8.5,33.5,5.41,20.0,27.0,96.0,8.34,4.817858706432242,0,0,0,0,0,0,0,1,0
1530,75.0,299,9.801529703560693,32.90353583400497,5.32,18.0,33.5,98.0,7.9,4.53,1,1,0,0,0,0,0,0,0
1531,76.1,270,9.5,32.0,4.66,26.0,36.5,119.0,6.82,4.08,0,0,0,0,0,0,0,0,1
1532,78.0,303,9.5,34.0,5.21,23.07784063869265,34.0,103.0,8.08,4.59,0,0,0,1,0,0,0,0,0
1533,77.0,328,10.0,34.0,5.59,23.0,32.5,94.0,8.22198058561967,4.8020300651660115,0,0,0,0,0,0,1,1,0
1534,79.1,287,9.5,33.5,5.07,26.0,29.0,108.0,7.49,4.64,0,0,0,0,0,0,0,0,0
1535,76.9,311,9.5,34.0,5.18,24.0,31.5,109.0,7.7,4.6,0,0,0,0,0,0,0,0,1
1536,76.4,321,9.0,31.0,5.2,26.0,32.5,99.0,7.98,4.9,0,0,0,0,0,0,0,0,1
1537,74.4,253,9.0,32.0,4.73,21.0,32.581799932243506,112.26690361140835,7.53,4.46,0,0,0,0,1,1,0,0,0
1538,76.4,299,9.0,31.0,5.44,25.0,28.5,103.0,7.86,4.67,0,0,0,0,0,0,0,0,1
1539,77.0,304,10.0,34.0,5.2,24.0,28.024698572310264,104.73627511092468,7.8906385453902415,4.730506406992937,0,0,0,0,1,1,1,1,1
1540,76.0,345,10.175426240815899,34.08346068167416,5.57,23.0,29.5,97.0,8.78,4.96,1,1,0,0,0,0,0,0,1
1541,73.0,310,9.849655981135946,32.59254085036211,5.18,23.0,30.0,103.0,7.5,4.61,1,1,0,0,0,0,0,0,1
1542,75.1,285,9.75,32.5,4.97,21.0,28.0,103.0,7.71,4.47,0,0,0,0,0,0,0,0,1
1543,77.1,307,10.0,32.5,5.3,22.0,26.516526169589703,99.37052611605294,7.977467585953712,4.752920113018147,0,0,0,0,1,1,1,1,1
1544,76.0,334,10.5,34.0,5.58,23.0,25.0,94.0,8.48,4.98,0,0,0,0,0,0,0,0,1
1545,77.9,312,9.25,32.75,5.36,20.0,28.0,96.0,7.72,4.73,0,0,0,0,0,0,0,0,1
1546,74.9,312,10.13,33.0,5.21,29.0,27.968286095824595,100.8017198581282,7.905593031345715,4.7355697726870245,0,0,0,0,1,1,1,1,0
1547,76.4,302,10.0,32.38,5.12,17.0,31.5,103.0,7.76,4.58,0,0,0,0,0,0,0,0,1
1548,76.1,274,10.25,34.0,5.12,26.0,29.0,105.0,7.68,4.49,0,0,0,0,0,0,0,0,1
1549,75.8,309,9.25,33.25,5.22,28.0,28.5,99.0,7.82,4.7,0,0,0,0,0,0,0,0,0
1550,75.4,260,11.13,34.75,4.92,17.0,32.74686816520939,114.75025663286611,7.458324455631661,4.445687006140196,0,0,0,0,1,1,1,1,0
1551,77.4,297,10.0,31.75,5.2,28.0,31.0,100.0,7.82,4.48,0,0,0,0,0,0,0,0,1
1552,73.5,283,9.75,31.0,5.06,22.0,28.0,106.0,7.82,4.75,0,0,0,0,0,0,0,0,1
1553,78.6,304,10.13,34.0,5.12,28.0,31.0,103.0,7.65,4.65,0,0,0,0,0,0,0,0,1
1554,72.9,283,10.0,32.0,5.28,25.0,27.5,108.0,7.98,4.65,0,0,0,0,0,0,0,0,1
1555,77.1,303,9.88,33.5,5.18,29.0,31.5,100.0,7.77,4.86,0,0,0,0,0,0,0,0,1
1556,77.3,334,9.88,33.0,5.12,24.0,30.5,102.0,7.58,4.73,0,0,0,0,0,0,0,0,1
1557,76.0,322,9.983320322121802,33.89793555484606,5.4,26.389271400858647,28.0,101.0,8.15,4.97,1,1,0,1,0,0,0,0,1
1558,76.8,286,10.0,32.5,5.18,22.0,30.02582913503594,104.87196403173367,7.628894353739195,4.5766081985768885,0,0,0,0,1,1,1,1,1
1559,76.1,291,8.88,32.0,5.54,27.0,33.0,103.0,8.14,4.84,0,0,0,0,0,0,0,0,0
1560,75.3,276,11.38,33.5,5.01,25.0,35.5,121.0,7.65,4.45,0,0,0,0,0,0,0,0,0
1561,74.9,277,10.25,32.88,5.23,23.30404586629512,28.0,108.0,7.41,4.49,0,0,0,1,0,0,0,0,0
1562,75.9,309,9.5,32.25,5.69,22.00551749713295,26.0,92.0,8.51,5.0,0,0,0,1,0,0,0,0,0
1563,74.9,314,10.0,33.75,5.01,19.0,31.5,101.0,7.4,4.57,0,0,0,0,0,0,0,0,0
1564,74.4,314,10.5,34.5,5.29,27.0,27.5,96.0,7.67,4.8,0,0,0,0,0,0,0,0,0
1565,76.3,260,9.25,33.13,4.74,24.0,34.0,115.0,6.95,4.28,0,0,0,0,0,0,0,0,1
1566,75.6,243,9.0,32.5,4.8,22.0,34.0,115.0,7.51,4.56,0,0,0,0,0,0,0,0,0
1567,76.3,271,8.88,31.88,4.78,24.0,33.0,114.0,7.21,4.15,0,0,0,0,0,0,0,0,1
1568,75.8,280,9.5,32.0,4.81,32.0,37.0,117.0,7.07,4.27,0,0,0,0,0,0,0,0,1
1569,76.4,281,10.0,32.25,4.77,31.0,34.5,114.0,7.2,4.41,0,0,0,0,0,0,0,0,1
1570,77.3,316,10.13,34.88,5.33,24.0,29.5,98.0,8.0,5.03,0,0,0,0,0,0,0,0,1
1571,76.1,338,10.5,36.25,5.94,20.0,23.0,94.0,8.58129590760701,5.070542398342338,0,0,0,0,0,0,1,1,0
1572,75.1,297,10.0,33.0,4.91,30.0,31.0,111.0,7.63,4.62,0,0,0,0,0,0,0,0,1
1573,74.1,271,10.0,33.5,5.04,23.068660813658866,32.0,111.0,7.86,4.51,0,0,0,1,0,0,0,0,0
1574,73.4,312,9.88,32.88,5.43,20.0,29.0,94.0,7.94,4.63,0,0,0,0,0,0,0,0,0
1575,74.4,305,10.13,31.5,5.0,35.0,30.0,101.0,6.85,4.16,0,0,0,0,0,0,0,0,1
1576,75.8,281,10.75,34.75,5.11,23.97866125762163,29.0,108.0,7.0,4.32,0,0,0,1,0,0,0,0,1
1577,74.9,254,10.0,32.5,5.13,21.0,34.0,119.0,7.472767870381116,4.355140071020575,0,0,0,0,0,0,1,1,0
1578,76.9,296,10.88,34.5,5.14,19.0,31.5,105.0,7.69,4.72,0,0,0,0,0,0,0,0,1
1579,74.6,304,10.88,32.5,5.2,19.0,28.157100714854884,102.85857733647262,7.8709641187039,4.7064332372543145,0,0,0,0,1,1,1,1,0
1580,76.3,319,9.75,32.25,5.21,28.0,27.158632749219336,99.97084774542283,7.969539270749309,4.779569649262101,0,0,0,0,1,1,1,1,0
1581,75.1,320,10.13,34.88,5.66,24.0,25.5,94.0,8.51,5.22,0,0,0,0,0,0,0,0,1
1582,77.9,310,10.13,32.25,5.28,25.05425683188156,29.0,107.0,7.9,4.66,0,0,0,1,0,0,0,0,0
1583,76.0,285,9.25,33.0,5.03,26.0,28.0,105.0,7.51,4.76,0,0,0,0,0,0,0,0,0
1584,72.5,293,10.25,33.75,5.09,26.0,28.5,102.0,7.865311828229525,4.680260384640251,0,0,0,0,0,0,1,1,1
1585,76.0,345,10.25,32.63,5.6,35.0,28.0,99.0,8.07,4.99,0,0,0,0,0,0,0,0,1
1586,75.9,330,11.0,35.25,5.53,25.0,31.0,104.0,7.91,4.76,0,0,0,0,0,0,0,0,1
1587,75.9,307,9.88,35.0,4.98,24.0,29.855490942476777,107.68164679805173,7.761230346824709,4.693376259659655,0,0,0,0,1,1,1,1,1
1588,74.1,305,9.88,31.0,5.49,26.0,28.0,103.0,7.54,4.6,0,0,0,0,0,0,0,0,1
1589,76.1,299,10.75,33.0,5.09,21.0,28.32655563469759,104.52897369312147,7.826882906414901,4.681679260716185,0,0,0,0,1,1,1,1,0
1590,76.5,300,9.25,32.5,5.12,45.0,30.0,110.0,7.46,4.37,0,0,0,0,0,0,0,0,1
1591,72.6,294,10.38,33.0,5.03,28.0,36.0,108.0,7.44,4.56,0,0,0,0,0,0,0,0,0
1592,77.3,361,11.0,34.25,5.5,24.0,24.772000712724655,93.33183792084206,8.388492647485707,4.987151905041312,0,0,0,0,1,1,1,1,1
1593,78.4,315,10.63,33.88,5.39,28.0,27.48040392139732,98.83131976614149,7.962660783681951,4.811123425897911,0,0,0,0,1,1,1,1,1
1594,75.9,328,9.63,33.0,5.35,23.0,26.0,97.0,7.72,4.71,0,0,0,0,0,0,0,0,1
1595,76.0,289,10.25,36.5,5.1,22.0,27.5,102.0,7.73,4.61,0,0,0,0,0,0,0,0,1
1596,75.4,298,9.63,32.13,5.13,25.0,34.0,110.0,7.46,4.43,0,0,0,0,0,0,0,0,1
1597,77.0,284,9.0,33.0,5.0,27.0,30.5,113.0,7.49,4.52,0,0,0,0,0,0,0,0,1
1598,74.6,295,9.75,32.5,5.4,18.0,26.0,97.0,7.84,4.78,0,0,0,0,0,0,0,0,1
1599,75.0,320,9.25,32.75,5.47,34.0,24.5,94.0,8.37,5.06,0,0,0,0,0,0,0,0,1
1600,75.6,317,10.0,32.0,5.38,27.0,25.5,98.0,7.82,4.74,0,0,0,0,0,0,0,0,0
1601,75.0,277,9.713607132423421,32.68286544747728,5.06,17.0,27.5,94.0,7.59,4.72,1,1,0,0,0,0,0,0,0
1602,78.0,308,10.0,33.13,5.53,22.0,25.0,94.0,8.33,5.0,0,0,0,0,0,0,0,0,0
1603,76.0,283,9.871510260737523,33.26709929166937,5.13,18.0,30.0,101.0,7.91,4.68,1,1,0,0,0,0,0,0,1
1604,75.3,299,9.5,33.5,5.38,20.0,26.5,99.0,7.49,4.88,0,0,0,0,0,0,0,0,1
1605,73.9,293,9.88,31.0,5.21,17.0,29.5,106.0,7.892947138109073,4.60637319741828,0,0,0,0,0,0,1,1,0
1606,75.8,312,11.0,32.0,5.13,25.0,29.5,94.0,7.72,4.72,0,0,0,0,0,0,0,0,1
1607,77.6,333,9.5,35.25,5.62,22.0,26.0,95.0,8.15,5.13,0,0,0,0,0,0,0,0,0
1608,77.4,314,10.38,34.0,5.33,25.0,29.5,101.0,8.31,4.76,0,0,0,0,0,0,0,0,0
1609,74.3,308,10.63,32.5,5.34,24.0,25.0,92.0,8.161048572522972,4.77540497275311,0,0,0,0,0,0,1,1,1
1610,74.0,316,10.0,33.5,5.15,24.0,28.5,102.0,7.78,4.6,0,0,0,0,0,0,0,0,1
1611,77.4,318,9.25,34.25,5.68,18.0,22.5,98.0,8.48,4.81,0,0,0,0,0,0,0,0,1
1612,77.0,320,9.999461563766367,33.705094398669736,5.34,24.0,27.5,100.0,7.87,4.84,1,1,0,0,0,0,0,0,1
1613,77.0,302,9.847475947120067,33.154704385458494,5.2,25.0,28.528037842573,101.2258735840548,7.754498039248912,4.756572388167541,1,1,0,0,1,1,1,1,0
1614,75.4,318,10.0,32.25,5.43,22.0,27.0,90.0,7.91,4.84,0,0,0,0,0,0,0,0,1
1615,74.4,270,9.25,33.0,4.57,27.004097702300037,38.5,120.0,7.4319864090047965,4.42,0,0,0,1,0,0,1,0,1
1616,75.4,300,10.88,33.75,5.24,23.0,29.5,100.0,7.99,4.665069212989019,0,0,0,0,0,0,0,1,1
1617,76.5,305,11.0,34.5,5.3,16.0,26.0,104.0,7.99,4.73,0,0,0,0,0,0,0,0,1
1618,77.1,310,10.25,34.75,5.29,19.0,28.5,99.0,7.72,4.6,0,0,0,0,0,0,0,0,1
1619,77.9,296,10.0,33.5,5.1,25.0,29.0,99.0,7.82,4.72,0,0,0,0,0,0,0,0,0
1620,77.1,297,9.5,33.5,5.2,21.0,27.0,96.0,8.18,4.95,0,0,0,0,0,0,0,0,0
1621,76.0,306,9.839272380323447,33.4821000971191,5.2,14.0,28.5,108.0,7.54,4.42,1,1,0,0,0,0,0,0,0
1622,79.9,326,10.75,34.75,5.25,29.0,27.5,101.0,7.68,4.68,0,0,0,0,0,0,0,0,1
1623,72.6,307,10.0,31.5,5.14,29.0,30.5,105.0,7.97,4.56,0,0,0,0,0,0,0,0,1
1624,75.8,332,11.25,34.75,5.34,28.0,29.0,97.0,7.78,4.72,0,0,0,0,0,0,0,0,0
1625,75.5,282,10.0,32.13,4.93,26.18473481333381,30.5,111.0,7.22,4.25,0,0,0,1,0,0,0,0,1
1626,74.5,290,10.0,34.75,5.23,23.0,30.5,109.0,7.78690634497733,4.604440900311591,0,0,0,0,0,0,1,1,1
1627,74.4,278,10.0,31.5,4.96,27.0,29.5,106.0,7.2,4.47,0,0,0,0,0,0,0,0,1
1628,76.9,324,8.88,32.25,5.36,26.0,25.5,97.0,7.86,4.83,0,0,0,0,0,0,0,0,0
1629,75.0,318,9.88,30.5,5.56,23.0,30.5,95.0,7.63,4.59,0,0,0,0,0,0,0,0,0
1630,77.0,264,9.834142299720085,33.32720543058926,5.0,24.0,34.0,112.0,7.51,4.52,1,1,0,0,0,0,0,0,1
1631,75.0,294,10.13,31.75,5.39,23.0,29.0,101.0,8.15,4.66,0,0,0,0,0,0,0,0,0
1632,73.9,270,9.5,31.75,4.92,24.0,26.5,105.92948173360382,7.539459629275687,4.549106103450476,0,0,0,0,0,1,1,1,0
1633,76.4,354,9.5,32.88,5.84,22.0,23.157994714605188,87.51274474336668,8.45524974564565,5.0569223646790995,0,0,0,0,1,1,1,1,0
1634,74.1,255,8.75,34.38,4.88,21.745596880468177,31.0,112.0,7.4,4.38,0,0,0,1,0,0,0,0,1
1635,73.1,269,8.38,31.75,4.67,26.518533980739846,31.0,111.0,7.42,4.32,0,0,0,1,0,0,0,0,1
1636,75.0,302,9.879482163516169,32.868252438537475,5.08,24.0,31.0,106.0,7.75,4.34,1,1,0,0,0,0,0,0,1
1637,74.1,311,10.38,31.25,5.52,22.0,26.0,98.0,8.46,5.02,0,0,0,0,0,0,0,0,0
1638,75.6,273,9.13,32.75,4.85,16.0,34.5,111.0,7.57,4.57,0,0,0,0,0,0,0,0,1
1639,75.9,309,10.0,31.25,5.32,26.0,26.0,98.0,7.985533353788439,4.53,0,0,0,0,0,0,1,0,1
1640,76.0,308,9.964019986185491,33.320995342340126,5.01,24.0,31.5,111.0,7.43,4.43,1,1,0,0,0,0,0,0,0
1641,74.1,264,10.0,31.25,4.84,24.0,35.0,106.0,7.42,4.38,0,0,0,0,0,0,0,0,0
1642,76.0,288,9.857195546998085,33.09788864356206,4.86,23.0,33.0,114.0,7.36,4.23,1,1,0,0,0,0,0,0,0
